id,filing_date,filing_type,filing_json,payment_id,transaction_id,business_id,submitter_id,status,payment_completion_date,paper_only,completion_date,effective_date,source,parent_filing_id,payment_status_code,temp_reg,payment_account
101858,1995-11-29 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1995-11-29"", ""name"": ""annualReport"", ""colinIds"": [102015472], ""historic"": true, ""effectiveDate"": ""1995-11-29"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1995-04-27"", ""annualGeneralMeetingDate"": null}}}",,128783,3332,122,COMPLETED,,t,,1995-11-29 00:00:00+00,COLIN,,,,
101859,1995-11-29 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1995-11-29"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015468], ""historic"": true, ""effectiveDate"": ""1995-11-29"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128784,3332,122,COMPLETED,,t,,1995-11-29 00:00:00+00,COLIN,,,,
101860,1995-11-29 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1995-11-29"", ""name"": ""annualReport"", ""colinIds"": [102015469], ""historic"": true, ""effectiveDate"": ""1995-11-29"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1994-04-28"", ""annualGeneralMeetingDate"": null}}}",,128785,3332,122,COMPLETED,,t,,1995-11-29 00:00:00+00,COLIN,,,,
101861,1995-11-30 00:00:00+00,specialResolution,"{""filing"": {""header"": {""date"": ""1995-11-30"", ""name"": ""specialResolution"", ""colinIds"": [102015470], ""historic"": true, ""effectiveDate"": ""1995-11-30"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""specialResolution"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128786,3332,122,COMPLETED,,t,,1995-11-30 00:00:00+00,COLIN,,,,
101862,1995-11-30 00:00:00+00,specialResolution,"{""filing"": {""header"": {""date"": ""1995-11-30"", ""name"": ""specialResolution"", ""colinIds"": [102015471], ""historic"": true, ""effectiveDate"": ""1995-11-30"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""specialResolution"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128787,3332,122,COMPLETED,,t,,1995-11-30 00:00:00+00,COLIN,,,,
101863,2000-04-27 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""2000-04-27"", ""name"": ""annualReport"", ""colinIds"": [102015473], ""historic"": true, ""effectiveDate"": ""2000-04-27"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1996-04-18"", ""annualGeneralMeetingDate"": null}}}",,128788,3332,122,COMPLETED,,t,,2000-04-27 00:00:00+00,COLIN,,,,
101864,2000-04-27 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""2000-04-27"", ""name"": ""annualReport"", ""colinIds"": [102015474], ""historic"": true, ""effectiveDate"": ""2000-04-27"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1997-05-15"", ""annualGeneralMeetingDate"": null}}}",,128789,3332,122,COMPLETED,,t,,2000-04-27 00:00:00+00,COLIN,,,,
101865,2000-04-27 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""2000-04-27"", ""name"": ""annualReport"", ""colinIds"": [102015475], ""historic"": true, ""effectiveDate"": ""2000-04-27"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1998-05-14"", ""annualGeneralMeetingDate"": null}}}",,128790,3332,122,COMPLETED,,t,,2000-04-27 00:00:00+00,COLIN,,,,
101866,2000-04-27 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""2000-04-27"", ""name"": ""annualReport"", ""colinIds"": [102015476], ""historic"": true, ""effectiveDate"": ""2000-04-27"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1999-05-27"", ""annualGeneralMeetingDate"": null}}}",,128791,3332,122,COMPLETED,,t,,2000-04-27 00:00:00+00,COLIN,,,,
101867,2000-04-27 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""2000-04-27"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015477], ""historic"": true, ""effectiveDate"": ""2000-04-27"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128792,3332,122,COMPLETED,,t,,2000-04-27 00:00:00+00,COLIN,,,,
101868,2003-09-18 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""2003-09-18"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015478], ""historic"": true, ""effectiveDate"": ""2003-09-18"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128793,3332,122,COMPLETED,,t,,2003-09-18 00:00:00+00,COLIN,,,,
101869,2003-09-18 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""2003-09-18"", ""name"": ""annualReport"", ""colinIds"": [102015481], ""historic"": true, ""effectiveDate"": ""2003-09-18"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""2002-08-23"", ""annualGeneralMeetingDate"": null}}}",,128794,3332,122,COMPLETED,,t,,2003-09-18 00:00:00+00,COLIN,,,,
101870,2003-09-18 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""2003-09-18"", ""name"": ""annualReport"", ""colinIds"": [102015480], ""historic"": true, ""effectiveDate"": ""2003-09-18"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""2001-05-03"", ""annualGeneralMeetingDate"": null}}}",,128795,3332,122,COMPLETED,,t,,2003-09-18 00:00:00+00,COLIN,,,,
101871,2003-09-18 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""2003-09-18"", ""name"": ""annualReport"", ""colinIds"": [102015479], ""historic"": true, ""effectiveDate"": ""2003-09-18"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""2000-03-27"", ""annualGeneralMeetingDate"": null}}}",,128796,3332,122,COMPLETED,,t,,2003-09-18 00:00:00+00,COLIN,,,,
101872,2005-03-17 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""2005-03-17"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015482], ""historic"": true, ""effectiveDate"": ""2005-03-17"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128797,3332,122,COMPLETED,,t,,2005-03-17 00:00:00+00,COLIN,,,,
101873,2005-03-17 00:00:00+00,changeOfAddress,"{""filing"": {""header"": {""date"": ""2005-03-17"", ""name"": ""changeOfAddress"", ""colinIds"": [102015483], ""historic"": true, ""effectiveDate"": ""2005-03-17"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""changeOfAddress"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128798,3332,122,COMPLETED,,t,,2005-03-17 00:00:00+00,COLIN,,,,
101874,2005-08-08 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""2005-08-08"", ""name"": ""annualReport"", ""colinIds"": [102015484], ""historic"": true, ""effectiveDate"": ""2005-08-08"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""2003-04-24"", ""annualGeneralMeetingDate"": null}}}",,128799,3332,122,COMPLETED,,t,,2005-08-08 00:00:00+00,COLIN,,,,
101875,2006-02-15 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""2006-02-15"", ""name"": ""annualReport"", ""colinIds"": [102015486], ""historic"": true, ""effectiveDate"": ""2006-02-15"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""2005-05-25"", ""annualGeneralMeetingDate"": null}}}",,128800,3332,122,COMPLETED,,t,,2006-02-15 00:00:00+00,COLIN,,,,
101876,2006-02-15 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""2006-02-15"", ""name"": ""annualReport"", ""colinIds"": [102015485], ""historic"": true, ""effectiveDate"": ""2006-02-15"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""2004-05-13"", ""annualGeneralMeetingDate"": null}}}",,128801,3332,122,COMPLETED,,t,,2006-02-15 00:00:00+00,COLIN,,,,
101877,2006-02-15 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""2006-02-15"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015487], ""historic"": true, ""effectiveDate"": ""2006-02-15"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128802,3332,122,COMPLETED,,t,,2006-02-15 00:00:00+00,COLIN,,,,
101878,2008-01-21 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""2008-01-21"", ""name"": ""annualReport"", ""colinIds"": [102015488], ""historic"": true, ""effectiveDate"": ""2008-01-21"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""AMBLEVIEW PLACE HOUSING CO-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001537"", ""lastArDate"": ""2018-05-01"", ""lastAgmDate"": ""2018-05-01"", ""foundingDate"": ""1986-10-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-04T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""2006-05-16"", ""annualGeneralMeetingDate"": null}}}",,128803,3332,122,COMPLETED,,t,,2008-01-21 00:00:00+00,COLIN,,,,
