id,filing_date,filing_type,filing_json,payment_id,transaction_id,business_id,submitter_id,status,payment_completion_date,paper_only,completion_date,effective_date,source,parent_filing_id,payment_status_code,temp_reg,payment_account
101998,1993-05-26 00:00:00+00,changeOfAddress,"{""filing"": {""header"": {""date"": ""1993-05-26"", ""name"": ""changeOfAddress"", ""colinIds"": [102015599], ""historic"": true, ""effectiveDate"": ""1993-05-26"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""changeOfAddress"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128923,3334,122,COMPLETED,,t,,1993-05-26 00:00:00+00,COLIN,,,,
101999,1993-07-13 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1993-07-13"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015600], ""historic"": true, ""effectiveDate"": ""1993-07-13"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128924,3334,122,COMPLETED,,t,,1993-07-13 00:00:00+00,COLIN,,,,
102000,1993-10-01 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1993-10-01"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015601], ""historic"": true, ""effectiveDate"": ""1993-10-01"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128925,3334,122,COMPLETED,,t,,1993-10-01 00:00:00+00,COLIN,,,,
102001,1994-02-24 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1994-02-24"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015602], ""historic"": true, ""effectiveDate"": ""1994-02-24"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128926,3334,122,COMPLETED,,t,,1994-02-24 00:00:00+00,COLIN,,,,
102002,1994-05-13 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1994-05-13"", ""name"": ""annualReport"", ""colinIds"": [102015603], ""historic"": true, ""effectiveDate"": ""1994-05-13"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1994-03-30"", ""annualGeneralMeetingDate"": null}}}",,128927,3334,122,COMPLETED,,t,,1994-05-13 00:00:00+00,COLIN,,,,
102003,1994-05-13 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1994-05-13"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015604], ""historic"": true, ""effectiveDate"": ""1994-05-13"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128928,3334,122,COMPLETED,,t,,1994-05-13 00:00:00+00,COLIN,,,,
102004,1994-08-12 00:00:00+00,specialResolution,"{""filing"": {""header"": {""date"": ""1994-08-12"", ""name"": ""specialResolution"", ""colinIds"": [102015610], ""historic"": true, ""effectiveDate"": ""1994-08-12"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""specialResolution"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128929,3334,122,COMPLETED,,t,,1994-08-12 00:00:00+00,COLIN,,,,
102005,1994-10-05 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1994-10-05"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015605], ""historic"": true, ""effectiveDate"": ""1994-10-05"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128930,3334,122,COMPLETED,,t,,1994-10-05 00:00:00+00,COLIN,,,,
102006,1994-11-16 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1994-11-16"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015606], ""historic"": true, ""effectiveDate"": ""1994-11-16"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128931,3334,122,COMPLETED,,t,,1994-11-16 00:00:00+00,COLIN,,,,
102007,1995-02-15 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1995-02-15"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015607], ""historic"": true, ""effectiveDate"": ""1995-02-15"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128932,3334,122,COMPLETED,,t,,1995-02-15 00:00:00+00,COLIN,,,,
102008,1995-07-20 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1995-07-20"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015608], ""historic"": true, ""effectiveDate"": ""1995-07-20"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128933,3334,122,COMPLETED,,t,,1995-07-20 00:00:00+00,COLIN,,,,
102009,1995-07-20 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1995-07-20"", ""name"": ""annualReport"", ""colinIds"": [102015609], ""historic"": true, ""effectiveDate"": ""1995-07-20"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1995-03-29"", ""annualGeneralMeetingDate"": null}}}",,128934,3334,122,COMPLETED,,t,,1995-07-20 00:00:00+00,COLIN,,,,
102010,1996-05-13 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1996-05-13"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015611], ""historic"": true, ""effectiveDate"": ""1996-05-13"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128935,3334,122,COMPLETED,,t,,1996-05-13 00:00:00+00,COLIN,,,,
102011,1996-05-13 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1996-05-13"", ""name"": ""annualReport"", ""colinIds"": [102015612], ""historic"": true, ""effectiveDate"": ""1996-05-13"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1996-03-27"", ""annualGeneralMeetingDate"": null}}}",,128936,3334,122,COMPLETED,,t,,1996-05-13 00:00:00+00,COLIN,,,,
102012,1997-04-14 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1997-04-14"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015613], ""historic"": true, ""effectiveDate"": ""1997-04-14"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128937,3334,122,COMPLETED,,t,,1997-04-14 00:00:00+00,COLIN,,,,
102013,1997-07-08 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1997-07-08"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015614], ""historic"": true, ""effectiveDate"": ""1997-07-08"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128938,3334,122,COMPLETED,,t,,1997-07-08 00:00:00+00,COLIN,,,,
102014,1997-07-08 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1997-07-08"", ""name"": ""annualReport"", ""colinIds"": [102015615], ""historic"": true, ""effectiveDate"": ""1997-07-08"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1997-03-19"", ""annualGeneralMeetingDate"": null}}}",,128939,3334,122,COMPLETED,,t,,1997-07-08 00:00:00+00,COLIN,,,,
102015,1997-08-13 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1997-08-13"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015616], ""historic"": true, ""effectiveDate"": ""1997-08-13"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128940,3334,122,COMPLETED,,t,,1997-08-13 00:00:00+00,COLIN,,,,
102016,1998-01-05 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1998-01-05"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015617], ""historic"": true, ""effectiveDate"": ""1998-01-05"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128941,3334,122,COMPLETED,,t,,1998-01-05 00:00:00+00,COLIN,,,,
102017,1998-05-13 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1998-05-13"", ""name"": ""annualReport"", ""colinIds"": [102015618], ""historic"": true, ""effectiveDate"": ""1998-05-13"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1998-03-17"", ""annualGeneralMeetingDate"": null}}}",,128942,3334,122,COMPLETED,,t,,1998-05-13 00:00:00+00,COLIN,,,,
102018,1998-05-13 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1998-05-13"", ""name"": ""changeOfDirectors"", ""colinIds"": [102015619], ""historic"": true, ""effectiveDate"": ""1998-05-13"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""CHINA CREEK HOUSING C0-OPERATIVE"", ""legalType"": ""CP"", ""identifier"": ""CP0001540"", ""lastArDate"": ""2019-03-13"", ""lastAgmDate"": ""2019-03-13"", ""foundingDate"": ""1986-11-24T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2019-06-27T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,128943,3334,122,COMPLETED,,t,,1998-05-13 00:00:00+00,COLIN,,,,
