id,filing_date,filing_type,filing_json,payment_id,transaction_id,business_id,submitter_id,status,payment_completion_date,paper_only,completion_date,effective_date,source,parent_filing_id,payment_status_code,temp_reg
86026,1998-12-03 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1998-12-03"", ""name"": ""annualReport"", ""colinIds"": [101997598], ""historic"": true, ""effectiveDate"": ""1998-12-03"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1995-04-18"", ""annualGeneralMeetingDate"": null}}}",,112951,3085,122,COMPLETED,,t,,1998-12-03 00:00:00+00,COLIN,,,
86027,1998-12-03 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""1998-12-03"", ""name"": ""changeOfDirectors"", ""colinIds"": [101997597], ""historic"": true, ""effectiveDate"": ""1998-12-03"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,112952,3085,122,COMPLETED,,t,,1998-12-03 00:00:00+00,COLIN,,,
86028,1998-12-03 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""1998-12-03"", ""name"": ""annualReport"", ""colinIds"": [101997599], ""historic"": true, ""effectiveDate"": ""1998-12-03"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1996-04-02"", ""annualGeneralMeetingDate"": null}}}",,112953,3085,122,COMPLETED,,t,,1998-12-03 00:00:00+00,COLIN,,,
86029,1999-09-16 00:00:00+00,specialResolution,"{""filing"": {""header"": {""date"": ""1999-09-16"", ""name"": ""specialResolution"", ""colinIds"": [101997602], ""historic"": true, ""effectiveDate"": ""1999-09-16"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""specialResolution"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,112954,3085,122,COMPLETED,,t,,1999-09-16 00:00:00+00,COLIN,,,
86030,2002-02-26 00:00:00+00,changeOfAddress,"{""filing"": {""header"": {""date"": ""2002-02-26"", ""name"": ""changeOfAddress"", ""colinIds"": [101997603], ""historic"": true, ""effectiveDate"": ""2002-02-26"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""changeOfAddress"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,112955,3085,122,COMPLETED,,t,,2002-02-26 00:00:00+00,COLIN,,,
86031,2002-03-27 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""2002-03-27"", ""name"": ""annualReport"", ""colinIds"": [101997604], ""historic"": true, ""effectiveDate"": ""2002-03-27"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""1999-05-20"", ""annualGeneralMeetingDate"": null}}}",,112956,3085,122,COMPLETED,,t,,2002-03-27 00:00:00+00,COLIN,,,
86032,2002-03-27 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""2002-03-27"", ""name"": ""annualReport"", ""colinIds"": [101997605], ""historic"": true, ""effectiveDate"": ""2002-03-27"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""2000-05-15"", ""annualGeneralMeetingDate"": null}}}",,112957,3085,122,COMPLETED,,t,,2002-03-27 00:00:00+00,COLIN,,,
86033,2002-03-27 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""2002-03-27"", ""name"": ""annualReport"", ""colinIds"": [101997606], ""historic"": true, ""effectiveDate"": ""2002-03-27"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""2001-09-27"", ""annualGeneralMeetingDate"": null}}}",,112958,3085,122,COMPLETED,,t,,2002-03-27 00:00:00+00,COLIN,,,
86034,2002-09-06 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""2002-09-06"", ""name"": ""annualReport"", ""colinIds"": [101997608], ""historic"": true, ""effectiveDate"": ""2002-09-06"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""2002-05-28"", ""annualGeneralMeetingDate"": null}}}",,112959,3085,122,COMPLETED,,t,,2002-09-06 00:00:00+00,COLIN,,,
86035,2002-09-06 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""2002-09-06"", ""name"": ""changeOfDirectors"", ""colinIds"": [101997607], ""historic"": true, ""effectiveDate"": ""2002-09-06"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,112960,3085,122,COMPLETED,,t,,2002-09-06 00:00:00+00,COLIN,,,
86036,2002-11-13 00:00:00+00,specialResolution,"{""filing"": {""header"": {""date"": ""2002-11-13"", ""name"": ""specialResolution"", ""colinIds"": [102064803], ""historic"": true, ""effectiveDate"": ""2002-11-13"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""specialResolution"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,112961,3085,122,COMPLETED,,t,,2002-11-13 00:00:00+00,COLIN,,,
86037,2003-06-05 00:00:00+00,annualReport,"{""filing"": {""header"": {""date"": ""2003-06-05"", ""name"": ""annualReport"", ""colinIds"": [101997610], ""historic"": true, ""effectiveDate"": ""2003-06-05"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""annualReport"": {""annualReportDate"": ""2003-05-13"", ""annualGeneralMeetingDate"": null}}}",,112962,3085,122,COMPLETED,,t,,2003-06-05 00:00:00+00,COLIN,,,
86038,2003-06-05 00:00:00+00,changeOfDirectors,"{""filing"": {""header"": {""date"": ""2003-06-05"", ""name"": ""changeOfDirectors"", ""colinIds"": [101997609], ""historic"": true, ""effectiveDate"": ""2003-06-05"", ""availableOnPaperOnly"": true}, ""business"": {""status"": ""Active"", ""corpState"": ""ACT"", ""legalName"": ""THE SOINTULA CO-OPERATIVE STORE ASSOCIATION"", ""legalType"": ""CP"", ""identifier"": ""CP0000019"", ""lastArDate"": ""2018-05-02"", ""lastAgmDate"": ""2018-05-02"", ""foundingDate"": ""1909-11-30T00:00:00-00:00"", ""jurisdiction"": ""BC"", ""businessNumber"": null, ""lastLedgerTimestamp"": ""2018-12-21T00:00:00-00:00""}, ""changeOfDirectors"": {""annualReportDate"": null, ""annualGeneralMeetingDate"": null}}}",,112963,3085,122,COMPLETED,,t,,2003-06-05 00:00:00+00,COLIN,,,
